q_id	genome_org	taxo1	taxo2	taxonomy	Hit	Hit_name	LAMPA_exclusive	LAMPA_iterat_type	LAMPA_q_from	LAMPA_q_to	LAMPA_h_from	LAMPA_h_to	LAMPA_TemplateHMM	LAMPA_Prob	LAMPA_E_value	PROT_q_from	PROT_q_to	PROT_h_from	PROT_h_to	PROT_TemplateHMM	PROT_Prob	PROT_E_value	DOM_q_from	DOM_q_to	DOM_h_from	DOM_h_to	DOM_TemplateHMM	DOM_Prob	DOM_E_value	target length	target Neff	query length #1	probability #1	pvalue #1	score #1	SS score #1	query coordinates #1	target coordinates #1	query length #2	probability #2	pvalue #2	score #2	SS score #2	query coordinates #2	target coordinates #2	Probab2
YP_009337701.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 19	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	0	3	1004	1303	1247	1303	171-220(231)	95.6	0.0049	1	2127	1247	1303	171-220(231)	90.2	0.098	1147	1403	1247	1303	171-220(231)	96	0.0026	231	10.0	2127	90.2	5.9e-06	47.2	3.4	1-2127	171-220	300	95.6	2.9e-07	44.8	3.4	1004-1303	171-220	3	96.23492683762284
YP_009337710.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 7	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	0	2	1110	1445	1179	1376	8-231(231)	96.1	0.054	1	3092	1179	1376	8-231(231)	89.4	1.6	1079	1476	1179	1376	8-231(231)	96	0.059	231	10.0	3092	89.4	9.3e-05	40.5	11.3	1-3092	8-231	336	96.1	3.3e-06	39.6	11.3	1110-1445	8-231	2	96.3303396716344
YP_009337751.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou sobemo-like virus 1	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	0	2	154	593	184	373	14-222(231)	96.4	0.0074	1	1322	184	373	14-222(231)	94.5	0.064	84	473	184	367	14-216(231)	96.4	0.012	231	10.0	1322	94.5	3.8e-06	46.1	8.0	1-1322	14-222	440	96.4	4.4e-07	46.0	8.0	154-593	14-222	2	96.42980849947634
YP_009342053.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan coneheads virus 1	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	0	2	1752	2502	2259	2464	5-221(231)	95.3	0.067	1	3023	2259	2464	5-221(231)	91.1	0.55	2159	2564	2259	2464	5-221(231)	96.1	0.019	231	10.0	3023	91.1	3.3e-05	43.6	9.6	1-3023	5-221	751	95.3	4e-06	43.1	9.6	1752-2502	5-221	2	95.40393075673289
YP_009344970.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Xinzhou toro-like virus	PF12381.7	Peptidase_C3G, Tungro spherical virus-type peptidase	0	2	4120	4480	4229	4361	10-201(231)	96.3	0.006	1	7421	4229	4369	10-209(231)	88.7	0.39	4129	4461	4229	4361	10-201(231)	96.3	0.0056	231	10.0	7421	88.7	2.3e-05	48.6	7.0	1-7421	10-209	361	96.3	3.6e-07	45.3	6.7	4120-4480	10-201	2	96.8801971991529
YP_009422199.1	ssRNA negative-strand viruses	Bunyavirales	Phenuiviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Phenuiviridae, unclassified Phenuiviridae, Citrus concave gum-associated virus	PF12603.7	DUF3770, Protein of unknown function (DUF3770)	0	2	1	571	167	368	3-236(236)	96.2	0.02	1	2184	167	368	3-236(236)	93.6	0.19	67	468	167	368	3-236(236)	96.4	0.013	236	6.5	2184	93.6	1.2e-05	49.9	10.5	1-2184	3-236	571	96.2	1.2e-06	50.1	10.5	1-571	3-236	2	96.12168441093726
NP_056931.1	ssRNA positive-strand viruses	Flaviviridae	Hepacivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Hepacivirus, Hepatitis GB virus B	PF12941.6	HCV_NS5a_C, HCV NS5a protein C-terminal region	0	2	2065	2276	2076	2274	34-242(242)	96.2	0.011	1	2864	2076	2274	34-242(242)	91.9	0.22	1976	2374	2070	2274	28-242(242)	95.4	0.034	242	4.4	2864	91.9	1.3e-05	52.0	8.6	1-2864	34-242	212	96.2	6.5e-07	48.2	8.6	2065-2276	34-242	2	96.84907687554217
YP_006576515.1	ssRNA positive-strand viruses	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Gallivirus, Turkey gallivirus	PF12944.6	HAV_VP, Hepatitis A virus viral protein VP	0	2	738	1192	764	903	2-154(163)	97	7e-04	1	2474	764	903	2-154(163)	94.6	0.026	664	1003	793	904	35-155(163)	96.6	0.0019	163	8.5	2474	94.6	1.5e-06	51.8	6.0	1-2474	2-154	455	97.0	4.2e-08	52.2	6.0	738-1192	2-154	2	96.93571056300458
YP_009021568.1	ssRNA positive-strand viruses	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Sicinivirus, Sicinivirus A	PF12944.6	HAV_VP, Hepatitis A virus viral protein VP	0	2	1002	1801	1107	1227	63-163(163)	96.4	0.002	1	2864	1107	1227	63-163(163)	94.1	0.024	1007	1327	1107	1227	63-163(163)	96.9	0.00053	163	8.5	2864	94.1	1.4e-06	52.7	4.8	1-2864	63-163	800	96.4	1.2e-07	52.9	4.8	1002-1801	63-163	2	96.32203627892683
YP_009054903.1	ssRNA positive-strand viruses	Picornavirales	Picornaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Picornavirales, Picornaviridae, Gallivirus, unclassified Gallivirus, Chicken gallivirus 1	PF12944.6	HAV_VP, Hepatitis A virus viral protein VP	0	3	743	1042	838	930	64-155(163)	95.2	0.013	1	2491	838	930	64-155(163)	83.1	0.59	738	1030	838	930	64-155(163)	95.3	0.011	163	8.5	2491	83.1	3.5e-05	42.5	4.4	1-2491	64-155	300	95.2	7.7e-07	42.6	4.4	743-1042	64-155	3	95.08955620808533
YP_009336830.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei arthropod virus 3	PF13173.5	AAA_14, AAA domain	0	3	665	964	759	836	1-66(131)	95.6	0.0089	1	3146	759	836	1-66(131)	85.7	0.42	659	936	759	836	1-66(131)	95.8	0.007	131	11.4	3146	85.7	2.5e-05	38.7	4.2	1-3146	1-66	300	95.6	5.3e-07	37.3	4.2	665-964	1-66	3	96.03749277705904
YP_009337400.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 4	PF13173.5	AAA_14, AAA domain	0	3	451	750	538	679	4-122(131)	96.5	0.00054	1	1799	538	679	4-122(131)	93.6	0.015	438	779	538	679	4-122(131)	96.5	0.00058	131	11.4	1799	93.6	8.9e-07	45.0	1.8	1-1799	4-122	300	96.5	3.2e-08	43.1	1.8	451-750	4-122	4	96.86563247012408
YP_009407918.1	ssRNA positive-strand viruses	Closteroviridae	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Closteroviridae, unclassified Closteroviridae, Actinidia virus 1	PF13532.5	2OG-FeII_Oxy_2, 2OG-Fe(II) oxygenase superfamily	0	2	1	846	593	667	104-174(229)	95.3	0.0024	1	3185	593	667	104-174(229)	90.8	0.033	493	767	593	667	104-174(229)	96.8	0.00017	229	8.3	3185	90.8	2e-06	55.1	0.8	1-3185	104-174	846	95.3	1.4e-07	55.7	0.8	1-846	104-174	2	95.06893613030383
YP_009022070.1	dsRNA viruses	Endornaviridae	Betaendornavirus	Viruses, dsRNA viruses, Endornaviridae, Betaendornavirus, Sclerotinia sclerotiorum betaendornavirus 1	PF13671.5	AAA_33, AAA domain	0	2	2019	2982	2793	2871	2-85(142)	95.6	0.0034	1	3459	2793	2870	2-84(142)	91.7	0.051	2693	2971	2793	2870	2-84(142)	97.1	0.00016	142	12.4	3459	91.7	3e-06	43.4	2.7	1-3459	2-84	964	95.6	2.1e-07	43.9	2.5	2019-2982	2-85	2	95.5054658669355
YP_009310116.1	dsRNA viruses	Endornaviridae	unclassified	Viruses, dsRNA viruses, Endornaviridae, unclassified Endornavirus, Ceratobasidium endornavirus G	PF13671.5	AAA_33, AAA domain	0	3	4097	4440	4196	4266	3-83(142)	97	0.00016	1	4905	4196	4266	3-83(142)	91.1	0.05	4096	4366	4196	4266	3-83(142)	97.2	9.5e-05	142	12.4	4905	91.1	3e-06	45.1	2.1	1-4905	3-83	344	97.0	9.7e-09	44.8	2.1	4097-4440	3-83	3	97.04729351076445
YP_007438864.1	dsRNA viruses	unclassified	unclassified	Viruses, dsRNA viruses, Gentian Kobu-sho-associated virus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	4398	6376	5872	6130	316-547(691)	95.5	0.025	1	7391	5872	6130	316-547(691)	92.5	0.17	5772	6230	5872	6130	316-547(691)	96.9	0.0022	691	8.3	7391	92.5	1e-05	60.8	10.0	1-7391	316-547	1979	95.5	1.5e-06	61.2	10.0	4398-6376	316-547	2	95.38081450776727
NP_044598.1	ssRNA negative-strand viruses	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Pneumovirus, unclassified Pneumovirus, Respiratory syncytial virus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	3	1712	2011	1814	2010	308-513(691)	96.1	0.0075	1	2165	1814	2010	308-513(691)	92.7	0.14	1714	2110	1814	2010	308-513(691)	95.8	0.012	691	8.3	2165	92.7	8.4e-06	55.6	8.7	1-2165	308-513	300	96.1	4.5e-07	53.5	7.7	1712-2011	308-513	3	96.64660799808391
NP_048058.1	ssRNA negative-strand viruses	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Orthopneumovirus, Bovine orthopneumovirus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1409	2162	1810	2006	308-513(691)	95.4	0.014	1	2162	1810	2006	308-513(691)	93.6	0.063	1710	2106	1810	2006	308-513(691)	96.3	0.004	691	8.3	2162	93.6	3.7e-06	58.4	7.7	1-2162	308-513	754	95.4	8.1e-07	57.6	6.8	1409-2162	308-513	2	95.77794312827976
NP_056866.1	ssRNA negative-strand viruses	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Orthopneumovirus, Human orthopneumovirus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	3	1712	2011	1814	2010	308-513(691)	95.5	0.018	1	2166	1814	2010	308-513(691)	90.9	0.28	1714	2110	1814	2010	308-513(691)	95.2	0.034	691	8.3	2166	90.9	1.7e-05	53.2	8.5	1-2166	308-513	300	95.5	1.1e-06	51.0	7.5	1712-2011	308-513	3	96.23435157376605
YP_009094045.1	ssRNA negative-strand viruses	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Pneumovirus, unclassified Pneumovirus, Canine pneumovirus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	3	1649	2040	1675	1849	295-469(691)	95.4	0.0084	1	2040	1675	1854	295-474(691)	92.5	0.062	1575	1949	1675	1849	295-469(691)	95.5	0.0078	691	8.3	2040	92.5	3.7e-06	58.2	5.5	1-2040	295-474	392	95.4	5e-07	54.9	5.1	1649-2040	295-469	3	96.23035620611451
YP_173335.1	ssRNA negative-strand viruses	Mononegavirales	Pneumoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Pneumoviridae, Orthopneumovirus, Pneumonia virus of mice J3666	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1349	2040	1675	1849	295-469(691)	95.3	0.0085	1	2040	1675	1854	295-474(691)	93.3	0.041	1575	1949	1675	1849	295-469(691)	95.8	0.0049	691	8.3	2040	93.3	2.4e-06	59.6	5.4	1-2040	295-474	692	95.3	5.1e-07	58.5	5.1	1349-2040	295-469	2	95.66632849533488
YP_009177021.1	ssRNA negative-strand viruses	Mononegavirales	Rhabdoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Cytorhabdovirus, Alfalfa dwarf virus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1300	2085	1344	1875	1-537(691)	95.8	0.0013	1	2085	1344	1874	1-536(691)	94.5	0.0053	1244	1975	1344	1874	1-536(691)	95.9	0.0011	691	8.3	2085	94.5	3.2e-07	66.8	1.2	1-2085	1-536	786	95.8	7.8e-08	65.2	1.3	1300-2085	1-537	2	96.09245879032255
YP_009177231.1	ssRNA negative-strand viruses	Mononegavirales	Rhabdoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Cytorhabdovirus, Barley yellow striate mosaic cytorhabdovirus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1284	2056	1641	1835	318-520(691)	95.5	0.011	1	2056	1641	1835	318-520(691)	93.4	0.054	1541	1935	1641	1835	318-520(691)	96.5	0.0024	691	8.3	2056	93.4	3.2e-06	58.7	6.5	1-2056	318-520	773	95.5	6.6e-07	58.4	6.5	1284-2056	318-520	2	95.53354732876467
YP_009362280.1	ssRNA negative-strand viruses	Mononegavirales	Rhabdoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Mononegavirales, Rhabdoviridae, Cytorhabdovirus, Colocasia bobone disease-associated virus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1289	2068	1644	1855	316-535(691)	95.5	0.0021	1	2068	1644	1855	316-535(691)	93.4	0.012	1544	1955	1644	1855	316-535(691)	96.1	9e-04	691	8.3	2068	93.4	7.1e-07	64.0	1.4	1-2068	316-535	780	95.5	1.3e-07	63.6	1.4	1289-2068	316-535	2	95.56679656830731
YP_009302836.1	ssRNA negative-strand viruses	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA negative-strand viruses, unclassified ssRNA negative-strand viruses, Wenzhou Crab Virus 3	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1299	2077	1694	1888	313-514(691)	96	0.03	1	2077	1694	1888	313-514(691)	94.5	0.12	1594	1988	1694	1888	313-514(691)	96.7	0.0082	691	8.3	2077	94.5	7e-06	56.0	12.1	1-2077	313-514	779	96.0	1.8e-06	55.3	12.1	1299-2077	313-514	2	96.12143689654421
NP_878909.1	ssRNA positive-strand viruses	Flaviviridae	Flavivirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Flaviviridae, Flavivirus, tick-borne encephalitis virus group, Omsk hemorrhagic fever virus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	2505	2762	2537	2733	312-510(691)	97.5	2.9e-05	1	3414	2537	2733	312-510(691)	94.8	0.0074	2437	2833	2537	2733	312-510(691)	97.2	9.7e-05	691	8.3	3414	94.8	4.4e-07	68.6	3.5	1-3414	312-510	258	97.5	1.8e-09	68.0	3.5	2505-2762	312-510	2	97.53967035770111
YP_009333615.1	ssRNA positive-strand viruses	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, unclassified Alphavirus, Tai Forest alphavirus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	3	1182	1481	1261	1324	454-519(691)	96	0.0075	1	2401	1261	1324	454-519(691)	89.3	0.3	1161	1424	1261	1324	454-519(691)	96.2	0.0054	691	8.3	2401	89.3	1.8e-05	53.5	7.0	1-2401	454-519	300	96.0	4.5e-07	53.5	7.0	1182-1481	454-519	3	96.00002259775678
YP_009179217.1	ssRNA positive-strand viruses	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Tacheng tick virus 8	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	4546	5700	5326	5563	318-526(691)	96.4	0.0042	1	6359	5326	5563	318-526(691)	93.7	0.068	5226	5663	5326	5556	318-519(691)	97.2	0.00043	691	8.3	6359	93.7	4e-06	63.7	8.8	1-6359	318-526	1155	96.4	2.5e-07	64.0	8.8	4546-5700	318-526	2	96.3748731331061
YP_009179224.1	ssRNA positive-strand viruses	unclassified	unclassified	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Gamboa mosquito virus	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	5591	7762	7228	7601	319-517(691)	96	7.7e-05	1	8572	7228	7601	319-517(691)	94.4	0.0014	7128	7701	7228	7601	319-517(691)	96.7	6.1e-06	691	8.3	8572	94.4	8.4e-08	80.2	0.0	1-8572	319-517	2172	96.0	4.6e-09	81.8	0.0	5591-7762	319-517	2	95.79889998037464
YP_009336595.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei rhabdo-like virus 4	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1219	1949	1336	1754	47-453(691)	95.4	0.46	1	1949	1336	1754	47-453(691)	93.6	1.3	1236	1854	1336	1754	47-453(691)	95.6	0.4	691	8.3	1949	93.6	7.9e-05	47.4	18.0	1-1949	47-453	731	95.4	2.7e-05	46.3	18.0	1219-1949	47-453	2	95.67086173139857
YP_009337089.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei chuvirus-like virus 3	PF14314.5	Methyltrans_Mon, Virus-capping methyltransferase	0	2	1288	2209	1746	1993	308-568(691)	96	0.025	1	2209	1746	1993	308-568(691)	95	0.071	1646	2093	1746	1993	308-568(691)	96.7	0.0087	691	8.3	2209	95.0	4.2e-06	58.1	11.9	1-2209	308-568	922	96.0	1.5e-06	56.8	11.9	1288-2209	308-568	2	96.23880769280335
YP_004070193.2	ssRNA positive-strand viruses	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Coronavirinae, Alphacoronavirus, Feline infectious peritonitis virus	PF14519.5	Macro_2, Macro-like domain	0	2	1351	1498	1357	1474	64-203(273)	97.4	9e-06	1	6709	1340	1474	28-203(273)	94	0.0053	1257	1574	1340	1474	28-203(273)	97.4	1.2e-05	273	7.7	6709	94.0	3.2e-07	67.2	-0.1	1-6709	28-203	148	97.4	5.4e-10	60.2	-1.4	1351-1498	64-203	2	97.98596552537148
YP_009199240.1	ssRNA positive-strand viruses	Nidovirales	Coronaviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Coronaviridae, Coronavirinae, Alphacoronavirus, Swine enteric coronavirus	PF14519.5	Macro_2, Macro-like domain	0	2	1339	1487	1345	1462	64-203(273)	97.8	3.8e-06	1	4015	1328	1462	28-203(273)	95	0.0059	1245	1562	1328	1462	28-203(273)	97.5	2.4e-05	273	7.7	4015	95.0	3.5e-07	64.1	3.3	1-4015	28-203	149	97.8	2.3e-10	62.3	2.0	1339-1487	64-203	2	98.00047597724014
YP_006732326.1	ssRNA positive-strand viruses	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Eilat virus	PF14519.5	Macro_2, Macro-like domain	0	2	1182	1801	1347	1520	21-257(273)	95.8	0.0066	1	1801	1347	1520	21-257(273)	93.7	0.04	1247	1620	1347	1520	21-257(273)	96.6	0.0017	273	7.7	1801	93.7	2.4e-06	53.6	5.6	1-1801	21-257	620	95.8	3.9e-07	53.1	5.6	1182-1801	21-257	2	95.88288671784302
YP_008901141.1	ssRNA positive-strand viruses	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, Eilat virus	PF14519.5	Macro_2, Macro-like domain	0	2	1182	1959	1347	1520	21-257(273)	95.4	0.0098	1	2415	1347	1520	21-257(273)	92.9	0.061	1247	1620	1347	1520	21-257(273)	96.6	0.0017	273	7.7	2415	92.9	3.6e-06	53.7	5.6	1-2415	21-257	778	95.4	5.9e-07	53.3	5.6	1182-1959	21-257	2	95.5521110324266
YP_009333615.1	ssRNA positive-strand viruses	Togaviridae	Alphavirus	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Togaviridae, Alphavirus, unclassified Alphavirus, Tai Forest alphavirus	PF14519.5	Macro_2, Macro-like domain	0	3	1332	1631	1348	1514	22-250(273)	95.5	0.015	1	2401	1348	1514	22-250(273)	86.6	0.51	1248	1614	1348	1514	22-250(273)	95.1	0.021	273	7.7	2401	86.6	3.1e-05	46.9	6.2	1-2401	22-250	300	95.5	9.1e-07	46.6	6.2	1332-1631	22-250	4	95.53889572912723
YP_009342047.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wuhan coneheads virus 2	PF14519.5	Macro_2, Macro-like domain	0	3	173	472	270	379	68-201(273)	95.3	0.016	1	2193	270	379	68-201(273)	87.8	0.37	170	479	270	379	68-201(273)	95.2	0.017	273	7.7	2193	87.8	2.2e-05	47.5	5.9	1-2193	68-201	300	95.3	9.8e-07	46.4	5.9	173-472	68-201	4	95.62491557564286
YP_009344970.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Xinzhou toro-like virus	PF14519.5	Macro_2, Macro-like domain	0	2	2234	3375	2608	2759	30-236(273)	96.7	0.00053	1	7421	2608	2759	30-236(273)	94.4	0.014	2508	2859	2608	2759	30-236(273)	97.5	4.5e-05	273	7.7	7421	94.4	8.3e-07	64.4	4.2	1-7421	30-236	1142	96.7	3.2e-08	64.3	4.2	2234-3375	30-236	2	96.75723403721095
YP_003934933.1	dsRNA viruses	Totiviridae	unclassified	Viruses, dsRNA viruses, Totiviridae, Armigeres subalbatus virus SaX06-AK20	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	0	3	85	384	219	288	1-75(76)	95.8	0.02	1	1480	219	288	1-75(76)	89.9	0.43	119	388	219	288	1-75(76)	95.9	0.016	76	11.5	1480	89.9	2.6e-05	32.1	5.8	1-1480	1-75	300	95.8	1.2e-06	32.2	5.8	85-384	1-75	3	95.7127213305485
YP_009336519.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 54	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	0	2	2424	3470	2501	2572	2-75(76)	95.6	0.0016	1	3470	2501	2572	2-75(76)	91.1	0.032	2401	2672	2501	2572	2-75(76)	96.9	0.00014	76	11.5	3470	91.1	1.9e-06	41.8	0.8	1-3470	2-75	1047	95.6	9.6e-08	43.2	0.8	2424-3470	2-75	2	95.10856700395193
YP_009336543.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Hubei picorna-like virus 56	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	0	2	2011	2565	2095	2161	1-75(76)	95.2	0.023	1	2565	2095	2161	1-75(76)	89.7	0.29	1995	2261	2095	2161	1-75(76)	96.4	0.0043	76	11.5	2565	89.7	1.7e-05	35.2	5.0	1-2565	1-75	555	95.2	1.4e-06	34.6	5.0	2011-2565	1-75	2	95.41860688754828
YP_009336630.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Changjiang crawfish virus 6	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	0	2	2024	2578	2111	2168	2-67(76)	95.9	0.0023	1	2578	2111	2168	2-67(76)	92.1	0.043	2011	2268	2111	2168	2-67(76)	96.9	0.00031	76	11.5	2578	92.1	2.6e-06	39.8	2.5	1-2578	2-67	555	95.9	1.4e-07	39.2	2.5	2024-2578	2-67	2	96.10753679054696
YP_009337399.1	unclassified	unclassified	unclassified	Viruses, unclassified RNA viruses, Wenzhou picorna-like virus 47	PF14709.6	DND1_DSRM, double strand RNA binding domain from DEAD END PROTEIN 1	0	2	1972	2631	2330	2395	2-75(76)	95.7	0.0079	1	2631	2330	2395	2-75(76)	90.9	0.14	2230	2495	2330	2395	2-75(76)	96.9	8e-04	76	11.5	2631	90.9	8.5e-06	37.0	4.3	1-2631	2-75	660	95.7	4.7e-07	37.5	4.3	1972-2631	2-75	2	95.50739789173244
YP_009214659.1	ssRNA positive-strand viruses	Nidovirales	Arteriviridae	Viruses, ssRNA viruses, ssRNA positive-strand viruses, no DNA stage, Nidovirales, Arteriviridae, Rat arterivirus 1	PF14756.5	Pdase_C33_assoc, Peptidase_C33-associated domain	0	2	531	886	659	733	40-124(147)	96.1	0.0026	1	4054	639	733	20-124(147)	90.3	0.11	559	833	659	733	40-124(147)	96.4	0.0015	147	3.1	4054	90.3	6.8e-06	52.8	4.3	1-4054	20-124	356	96.1	1.6e-07	52.5	4.2	531-886	40-124	2	96.18186090696929
YP_009237277.1	ssRNA negative-strand viruses	Bunyavirales	Fimoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Fimoviridae, Emaravirus, High Plains wheat mosaic emaravirus	PF15518.5	L_protein_N, L protein N-terminus	0	3	1	300	101	170	20-95(103)	96	0.0043	1	2272	101	170	20-95(103)	90.8	0.12	1	270	101	170	20-95(103)	96.2	0.0032	103	5.9	2272	90.8	7.2e-06	46.7	4.6	1-2272	20-95	300	96.0	2.6e-07	45.6	4.6	1-300	20-95	3	96.25328920553389
NP_620752.1	ssRNA negative-strand viruses	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Watermelon silver mottle orthotospovirus	PF15518.5	L_protein_N, L protein N-terminus	0	3	1	300	90	196	19-102(103)	95.1	0.0097	1	2878	90	196	19-102(103)	82.3	0.49	1	296	90	196	19-102(103)	95.1	0.0093	103	5.9	2878	82.3	2.9e-05	43.5	3.5	1-2878	19-102	300	95.1	5.8e-07	43.7	3.5	1-300	19-102	3	94.96843970296963
YP_009162642.1	ssRNA negative-strand viruses	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Chrysanthemum stem necrosis virus	PF15518.5	L_protein_N, L protein N-terminus	0	3	1	300	102	201	28-103(103)	95.3	0.0092	1	2874	102	201	28-103(103)	84.1	0.44	2	301	102	201	28-103(103)	95.3	0.0092	103	5.9	2874	84.1	2.6e-05	43.9	4.0	1-2874	28-103	300	95.3	5.5e-07	43.8	4.0	1-300	28-103	3	95.31382495765347
YP_009259252.1	ssRNA negative-strand viruses	Bunyavirales	Tospoviridae	Viruses, ssRNA viruses, ssRNA negative-strand viruses, Bunyavirales, Tospoviridae, Orthotospovirus, Tospovirus kiwifruit/YXW/2014	PF15518.5	L_protein_N, L protein N-terminus	0	3	1	300	90	196	19-102(103)	95.8	0.0028	1	2885	90	196	19-102(103)	87	0.18	1	296	90	196	19-102(103)	95.8	0.0026	103	5.9	2885	87.0	1e-05	46.6	2.8	1-2885	19-102	300	95.8	1.7e-07	46.7	2.8	1-300	19-102	3	95.78787434365509
